TransactionID,TransactionAmt,FraudProbability,RiskTier,ActualFraud,HourOfDay
0.1519115,9.957109,0.0490596,Clear,0.0,22.0
-0.9755236,1.8700098,0.004732401,Clear,0.0,18.0
0.49714226,0.4042145,0.0062932055,Clear,0.0,22.0
-0.05004201,9.577682,0.0072376444,Clear,0.0,0.0
-0.02687846,0.5874542,0.026305158,Clear,0.0,19.0
0.5960608,1.1493891,0.008616061,Clear,0.0,20.0
-0.054171946,0.09881505,0.0056014988,Clear,0.0,18.0
0.050570533,1.1121305,0.0024116647,Clear,0.0,5.0
0.2728146,0.061800636,0.022377884,Clear,0.0,18.0
0.9770008,-0.5486318,0.010499301,Clear,0.0,16.0
0.07164709,-0.12107256,0.002319111,Clear,0.0,2.0
-0.028555505,1.9189959,0.02500437,Clear,0.0,17.0
-0.6382546,3.7758245,0.012925965,Clear,0.0,16.0
-0.4257577,-0.40265086,0.0018689167,Clear,0.0,3.0
-0.27643633,0.5874542,0.0172993,Clear,0.0,16.0
-0.49554312,0.5874542,0.018515607,Clear,0.0,16.0
-0.9632117,0.37978256,0.005404454,Clear,0.0,20.0
0.22416334,3.2505374,0.039514303,Clear,0.0,19.0
-0.38906938,-0.011739556,0.09817104,Clear,0.0,22.0
-0.662011,-0.42518935,0.040726334,Clear,0.0,5.0
-0.52987343,1.247117,0.06741372,Clear,0.0,20.0
-0.45847535,0.37978256,0.018456636,Clear,0.0,22.0
-0.51441413,3.6170168,0.21575238,Clear,1.0,2.0
0.18811534,-0.25605914,0.0018149285,Clear,0.0,1.0
-0.27817437,-0.13389935,0.0042794114,Clear,0.0,12.0
-0.6379429,-0.12107256,0.0017119094,Clear,0.0,16.0
-0.37175348,0.5874542,0.11797833,Clear,0.0,19.0
0.06931956,-0.24323235,0.006721184,Clear,0.0,23.0
-0.7978686,-0.12107256,0.03289839,Clear,0.0,20.0
-0.8773233,0.5263743,0.098983146,Clear,0.0,9.0
0.57993406,-0.24323235,0.013985893,Clear,0.0,23.0
0.29393858,-0.12168336,0.03878982,Clear,0.0,19.0
-0.3015107,-0.18215245,0.046123188,Clear,0.0,21.0
0.7291301,0.074383095,0.034087855,Clear,0.0,18.0
-0.05757008,-0.5425238,0.006432663,Clear,0.0,13.0
0.19469139,-0.40265086,0.010216448,Clear,0.0,19.0
-0.2860175,-0.42647204,0.048245758,Clear,0.0,16.0
0.4921382,4.532604,0.010539832,Clear,0.0,12.0
-0.049252614,-0.36539212,0.014451736,Clear,0.0,1.0
0.5211562,0.5874542,0.031855546,Clear,0.0,15.0
0.014434447,1.6013803,0.02944075,Clear,0.0,18.0
0.26010293,14.610786,0.023995414,Clear,0.0,1.0
0.6321732,-0.39569998,0.07384346,Clear,0.0,23.0
0.29537848,-0.46373075,0.00304837,Clear,0.0,21.0
-0.6298423,4.594295,0.012788514,Clear,0.0,21.0
0.3413058,0.5874542,0.05366329,Clear,0.0,10.0
-0.53225857,0.22097483,0.0054221638,Clear,0.0,16.0
0.3441415,0.28205472,0.002689897,Clear,0.0,18.0
-0.61312604,0.074383095,0.008803183,Clear,0.0,17.0
0.6989738,-0.47681406,0.014003706,Clear,0.0,2.0
0.14742921,0.5874542,0.012590953,Clear,0.0,16.0
0.43036196,-0.36539212,0.01008921,Clear,0.0,19.0
0.4586007,-0.17604446,0.0030301157,Clear,0.0,22.0
0.6531447,-0.598473,0.010024727,Clear,0.0,2.0
0.43063977,0.806731,0.028461825,Clear,0.0,19.0
0.34260678,0.96553874,0.000827689,Clear,0.0,15.0
0.7268161,-0.24323235,0.0076764226,Clear,0.0,15.0
0.94908386,2.0527608,0.012418901,Clear,0.0,22.0
0.5946548,5.424371,0.0033601215,Clear,0.0,17.0
0.15829104,0.48911557,0.001017966,Clear,0.0,16.0
0.5747979,1.7229294,0.063545965,Clear,0.0,15.0
0.02536065,0.5874542,0.017926358,Clear,0.0,18.0
-0.91310364,3.036758,0.025744481,Clear,0.0,17.0
0.92668265,0.5874542,0.021419117,Clear,0.0,17.0
-0.25441453,-0.3904349,0.0051036645,Clear,0.0,21.0
0.98294663,0.09881505,0.035659295,Clear,0.0,3.0
-0.8068196,0.4768996,0.0035432964,Clear,0.0,6.0
0.22158171,0.48911557,0.001182584,Clear,0.0,15.0
0.6666627,-0.6585756,0.015279993,Clear,0.0,17.0
0.2238076,2.1144514,0.0027750374,Clear,0.0,19.0
0.3454967,-0.33105302,0.010980208,Clear,0.0,20.0
-0.6307333,0.99058145,0.023632,Clear,0.0,21.0
-0.6180081,0.37978256,0.01662943,Clear,0.0,13.0
-0.053040363,-0.48144394,0.013960592,Clear,0.0,20.0
-0.981544,0.6241021,0.0010516619,Clear,0.0,1.0
-0.5802525,0.4768996,0.0044384487,Clear,0.0,5.0
0.3500332,-0.6262888,0.24240176,Clear,0.0,8.0
0.6007633,-0.24323235,0.0049575153,Clear,0.0,11.0
-0.96751106,-0.29209626,0.00757103,Clear,0.0,13.0
0.24658492,0.5874542,0.0055555436,Clear,0.0,21.0
-0.7406933,0.99058145,0.009137723,Clear,0.0,13.0
-0.60640764,6.273992,0.072539955,Clear,0.0,0.0
0.49537712,-0.36539212,0.007218121,Clear,0.0,19.0
-0.9159055,1.0027975,0.0075732265,Clear,0.0,14.0
-0.9727489,-0.23101637,0.02250202,Clear,0.0,21.0
-0.17475319,-0.12107256,0.02467277,Clear,0.0,22.0
0.01634526,0.13546298,0.08230534,Clear,0.0,20.0
-0.55572027,-0.13389935,0.0010489833,Clear,0.0,1.0
-0.35756806,0.78290987,0.0048059677,Clear,0.0,1.0
0.3603733,-0.1288175,0.9629238,Critical Risk,1.0,4.0
0.26528314,0.37978256,0.031452462,Clear,0.0,18.0
0.15118647,-0.13389935,0.0032266653,Clear,0.0,21.0
-0.49836868,0.48276326,0.014280135,Clear,0.0,4.0
-0.32570758,-0.216516,0.07037145,Clear,0.0,3.0
0.43438348,-0.29820424,0.011213314,Clear,0.0,0.0
0.8505922,-0.47533593,0.009092214,Clear,0.0,21.0
0.14758167,0.48911557,0.009545328,Clear,0.0,16.0
-0.62831765,-0.23101637,0.0060798503,Clear,0.0,22.0
-0.28077972,-0.5248107,0.0024713627,Clear,0.0,0.0
0.43663988,0.48911557,0.09469189,Clear,0.0,5.0
-0.47590646,-0.12107256,0.015790695,Clear,0.0,0.0
-0.7926613,-0.3779746,0.0039260127,Clear,0.0,1.0
0.16164513,-0.4550574,0.9899132,Critical Risk,1.0,21.0
-0.27714103,5.3807597,0.0027404272,Clear,0.0,15.0
0.36888388,1.1121305,0.00068276835,Clear,0.0,0.0
-0.75570875,0.4768996,0.009671459,Clear,0.0,17.0
0.7662555,-0.57343024,0.004521374,Clear,0.0,15.0
0.59616923,0.23306866,0.024762426,Clear,0.0,20.0
-0.96055555,-0.5248107,0.003186916,Clear,0.0,23.0
0.14522025,-0.12107256,0.022614256,Clear,0.0,5.0
0.59122956,-0.6825922,0.884196,Critical Risk,1.0,5.0
-0.65246034,-0.23101637,0.016479842,Clear,0.0,19.0
0.28918526,0.31870267,0.004230229,Clear,0.0,3.0
0.23789817,-0.5561813,0.09378564,Clear,0.0,0.0
0.377181,-0.13389935,0.005088095,Clear,0.0,21.0
0.8133923,18.27558,0.006018308,Clear,0.0,2.0
-0.4472273,-0.24323235,0.022675106,Clear,0.0,0.0
0.019170828,0.5874542,0.0166722,Clear,0.0,23.0
-0.07841287,-0.5364158,0.016973658,Clear,0.0,14.0
0.15928033,-0.5414122,0.20971738,Clear,0.0,18.0
0.9071544,-0.47533593,0.0016367697,Clear,0.0,17.0
0.4553415,-0.12107256,0.005571063,Clear,0.0,18.0
-0.4141641,-0.5248107,0.0046689347,Clear,0.0,13.0
0.7055092,-0.46373075,0.0029757046,Clear,0.0,17.0
0.74483675,0.4768996,0.0054551987,Clear,0.0,23.0
0.13592367,4.3493648,0.008217505,Clear,0.0,16.0
-0.780651,0.5874542,0.009162083,Clear,0.0,22.0
0.32356298,0.0069875396,0.01003548,Clear,0.0,15.0
0.48218435,-0.12107256,0.017968137,Clear,0.0,1.0
-0.58607984,0.99058145,0.006414045,Clear,0.0,20.0
0.49428618,0.5874542,0.03238773,Clear,0.0,18.0
-0.49424893,3.738566,0.0018502779,Clear,0.0,17.0
0.8335778,-0.40265086,0.0013602419,Clear,0.0,3.0
-0.7937929,4.2888956,0.009266109,Clear,0.0,0.0
0.2720252,1.9189959,0.030902475,Clear,0.0,17.0
-0.71677077,0.4768996,0.009823421,Clear,0.0,18.0
-0.39262336,1.9189959,0.060109828,Clear,0.0,16.0
-0.4410002,-0.30431223,0.15422143,Clear,0.0,19.0
-0.6034229,0.37978256,0.022571731,Clear,0.0,13.0
0.8344858,0.4768996,0.027127262,Clear,0.0,10.0
-0.91972035,0.5874542,0.081428744,Clear,0.0,0.0
0.24748273,-0.3015392,0.7930967,Critical Risk,1.0,23.0
-0.756698,-0.23101637,0.021665528,Clear,0.0,16.0
-0.6531142,-0.46373075,0.0053326758,Clear,0.0,19.0
0.15992065,2.2121794,0.11561176,Clear,0.0,19.0
-0.2533541,0.99058145,0.010847487,Clear,0.0,23.0
-0.8744944,0.37978256,0.02540617,Clear,0.0,18.0
-0.28321567,-0.024224285,0.23672377,Clear,0.0,20.0
0.023436282,-0.36539212,0.024774106,Clear,0.0,15.0
-0.79634404,0.37978256,0.011404896,Clear,0.0,21.0
-0.1303911,5.9258366,0.065531276,Clear,0.0,3.0
0.70861256,0.95393354,0.095817864,Clear,0.0,21.0
-0.3034825,-0.6585756,0.040665004,Clear,0.0,18.0
-0.20686097,-0.24323235,0.02802226,Clear,0.0,1.0
0.71608645,0.8195578,0.0111622885,Clear,0.0,16.0
-0.90443724,2.8229783,0.03253539,Clear,0.0,5.0
-0.43070415,0.79675055,0.9883973,Critical Risk,1.0,19.0
0.5579021,-0.48755193,0.0081044985,Clear,0.0,18.0
-0.20115563,-0.011739556,0.011810739,Clear,0.0,16.0
0.4583466,2.5786586,0.0076556266,Clear,0.0,22.0
0.56361085,1.1121305,0.0063383724,Clear,0.0,12.0
0.48297375,0.37978256,0.0048355213,Clear,0.0,3.0
-0.38338777,-0.12107256,0.16802506,Clear,0.0,17.0
0.49316815,0.6845712,0.028418818,Clear,0.0,15.0
0.43061945,0.17150012,0.004480668,Clear,0.0,19.0
-0.035592318,-0.12107256,0.014805099,Clear,0.0,20.0
-0.55636734,2.8229783,0.07254764,Clear,0.0,0.0
0.8907363,-0.48755193,0.019694459,Clear,0.0,23.0
-0.95996267,-0.64697045,0.009579239,Clear,0.0,23.0
0.65766424,-0.25605914,0.026272196,Clear,0.0,18.0
-0.6280941,-0.5364158,0.012087499,Clear,0.0,22.0
-0.9109726,-0.36539212,0.008262704,Clear,0.0,19.0
0.8421189,5.266174,0.032791927,Clear,0.0,0.0
0.92484635,-0.011739556,0.0075590224,Clear,0.0,14.0
-0.49306992,3.3941975,0.00969846,Clear,0.0,18.0
-0.7443455,0.041302223,0.004593748,Clear,0.0,2.0
0.24638504,0.09881505,0.063770615,Clear,0.0,21.0
0.5689198,0.99058145,0.28369123,Clear,0.0,21.0
-0.680218,3.2505374,0.0029605026,Clear,0.0,15.0
-0.5287114,-0.10885658,0.0040527517,Clear,0.0,22.0
0.23683096,-0.23101637,0.03141263,Clear,0.0,22.0
0.6117505,-0.40265086,0.0033190364,Clear,0.0,15.0
0.3758055,-0.48755193,0.026509061,Clear,0.0,19.0
-0.2819689,19.909101,0.016542615,Clear,0.0,22.0
0.3382363,0.8800269,0.011372882,Clear,0.0,22.0
-0.14151043,-0.40265086,0.0045029134,Clear,0.0,0.0
0.51250666,0.5874542,0.02207532,Clear,0.0,16.0
0.24163172,3.9224162,0.0052492986,Clear,0.0,13.0
0.36219263,-0.5248107,0.00492234,Clear,0.0,14.0
0.8562535,-0.23101637,0.016621174,Clear,1.0,15.0
0.41854474,0.45246762,0.0020015638,Clear,0.0,17.0
0.4407122,-0.13389935,0.002647165,Clear,0.0,15.0
-0.7864783,2.5786586,0.01552463,Clear,0.0,17.0
-0.941322,0.28205472,0.008348658,Clear,0.0,13.0
0.01966886,-0.13389935,0.002654632,Clear,0.0,0.0
0.03904805,4.594295,0.051402852,Clear,0.0,3.0
0.60565895,2.2121794,0.2410109,Clear,0.0,20.0
0.96359795,1.9189959,0.012228154,Clear,0.0,20.0
0.45236006,0.37978256,0.009156297,Clear,0.0,14.0
-0.28192824,-0.48755193,0.043267313,Clear,0.0,22.0
0.14903511,-0.13389935,0.0050936355,Clear,0.0,18.0
0.2763313,-0.5486318,0.0066775666,Clear,0.0,0.0
0.5520036,-0.13389935,0.002944898,Clear,0.0,21.0
-0.74128616,-0.22490838,0.018423703,Clear,0.0,12.0
0.62648475,1.247117,0.01641473,Clear,0.0,13.0
0.23424932,5.9258366,0.0989455,Clear,0.0,19.0
0.8477531,12.009394,0.112512864,Clear,0.0,17.0
-0.50485325,-0.12107256,0.04482951,Clear,0.0,20.0
0.14539304,-0.64697045,0.010502904,Clear,0.0,6.0
0.3805927,0.4768996,0.012828194,Clear,0.0,2.0
0.40540618,0.4768996,0.018750202,Clear,0.0,3.0
-0.7784149,0.5874542,0.04353766,Clear,0.0,0.0
-0.1209285,0.37978256,0.016840097,Clear,0.0,0.0
-0.17406204,1.7601881,0.034749705,Clear,0.0,0.0
0.50990474,1.6380284,0.11702162,Clear,0.0,11.0
-0.6196106,-0.59749573,0.011854382,Clear,0.0,7.0
-0.38680962,1.7229294,0.010198156,Clear,0.0,2.0
0.3544308,0.086476915,0.040813223,Clear,0.0,19.0
0.7816064,-0.40265086,0.0033278735,Clear,0.0,0.0
-0.27191338,-0.14550452,0.005643589,Clear,0.0,21.0
-0.18415481,0.806731,0.0036753176,Clear,0.0,22.0
0.15893476,-0.13389935,0.0038433212,Clear,0.0,17.0
-0.7125155,0.244796,0.0017591269,Clear,0.0,21.0
-0.7634638,-0.47533593,0.008605713,Clear,0.0,2.0
-0.4888722,3.6457243,0.0032262544,Clear,0.0,23.0
0.9909965,-0.24323235,0.0063261245,Clear,0.0,0.0
-0.8350211,-0.23101637,0.013856251,Clear,0.0,14.0
-0.9210552,-0.23101637,0.006417413,Clear,0.0,22.0
0.16039836,1.7229294,0.0026278344,Clear,0.0,19.0
-0.91366607,-0.41425604,0.012216559,Clear,0.0,17.0
-0.019038698,-0.17604446,0.033233594,Clear,0.0,16.0
-0.8509378,0.44086245,0.012189844,Clear,0.0,4.0
-0.12082348,13.389189,0.0114357155,Clear,0.0,0.0
0.7736311,0.074383095,0.0027385135,Clear,0.0,2.0
-0.20776895,-0.46687028,0.034151718,Clear,0.0,0.0
-0.8409704,-0.29820424,0.0074199364,Clear,0.0,23.0
0.24804853,-0.2616785,0.26792395,Clear,0.0,23.0
0.7781405,-0.13389935,0.0015980852,Clear,0.0,18.0
0.62839895,-0.13389935,0.0026982029,Clear,0.0,17.0
0.93397015,-0.24323235,0.0035331186,Clear,0.0,14.0
-0.15496066,-0.24323235,0.15845403,Clear,0.0,20.0
0.5997063,0.37978256,0.3868412,Clear,0.0,2.0
-0.80683994,0.074383095,0.025230836,Clear,0.0,6.0
0.6998038,8.613352,0.0743822,Clear,0.0,5.0
-0.9908406,-0.36539212,0.009450925,Clear,0.0,17.0
-0.32177415,2.4564989,0.030697409,Clear,0.0,19.0
-0.8655772,-0.76845837,0.19067106,Clear,0.0,5.0
0.88531554,0.88063765,0.0058335057,Clear,0.0,12.0
0.8774385,0.44086245,0.00631695,Clear,0.0,16.0
0.64337045,0.074383095,0.0057188855,Clear,0.0,3.0
-0.1734827,-0.4594796,0.5044725,Suspicious,1.0,1.0
-0.16971189,-0.46373075,0.0014091817,Clear,0.0,15.0
0.45977294,-0.18215245,0.031680986,Clear,0.0,23.0
-0.0347521,-0.59749573,0.046469197,Clear,0.0,22.0
-0.4299283,0.5874542,0.010573346,Clear,0.0,20.0
-0.72962815,2.7924383,0.017810779,Clear,0.0,23.0
-0.91701,-0.0520645,0.5338113,Suspicious,1.0,5.0
-0.51718545,-0.054129,0.009855955,Clear,0.0,22.0
-0.18596059,-0.13389935,0.012796379,Clear,0.0,19.0
-0.26058063,0.5874542,0.011723428,Clear,0.0,0.0
0.050475672,-0.5126313,0.03745273,Clear,0.0,4.0
-0.67986566,-0.2188004,0.020415084,Clear,0.0,16.0
-0.7496646,4.8948083,0.03746136,Clear,0.0,22.0
-0.28008178,-0.25605914,0.007158151,Clear,0.0,1.0
0.9459128,-0.24323235,0.026371418,Clear,0.0,18.0
-0.24017149,1.1121305,0.0068766354,Clear,0.0,4.0
0.96047425,0.94171757,0.007116848,Clear,0.0,14.0
-0.76809174,0.37978256,0.030725736,Clear,0.0,22.0
0.003704745,0.31403616,0.06556464,Clear,0.0,19.0
-0.57461494,-0.3204862,0.007919672,Clear,0.0,20.0
-0.8973597,0.37978256,0.013445221,Clear,0.0,20.0
-0.20065083,0.37978256,0.0025836823,Clear,0.0,17.0
-0.7830259,3.9218056,0.0024238809,Clear,0.0,20.0
0.12201943,-0.36539212,0.011982531,Clear,0.0,4.0
-0.081577234,-0.15833129,0.3953938,Clear,1.0,1.0
0.63492084,16.70033,0.39402735,Clear,0.0,5.0
-0.14470866,-0.6366235,0.04155646,Clear,0.0,20.0
-0.90276355,4.1789517,0.015126472,Clear,0.0,14.0
-0.76941645,-0.36539212,0.019399395,Clear,0.0,20.0
0.42293555,-0.13389935,0.003658447,Clear,0.0,0.0
-0.8522693,0.4768996,0.007933361,Clear,0.0,2.0
0.9888993,0.5874542,0.0065775183,Clear,0.0,21.0
-0.030286757,4.3493648,0.01307009,Clear,0.0,14.0
-0.34553736,-0.5191913,0.028707584,Clear,0.0,5.0
0.6287107,-0.5486318,0.012900851,Clear,0.0,17.0
-0.64082605,0.37978256,0.012898095,Clear,0.0,13.0
0.11084591,1.6013803,0.008385198,Clear,0.0,14.0
0.8929486,-0.7261544,0.9261069,Critical Risk,0.0,7.0
0.07155223,-0.7665282,0.014116121,Clear,0.0,2.0
0.10553357,1.247117,0.045337275,Clear,0.0,0.0
-0.36703742,0.4768996,0.0053865984,Clear,0.0,2.0
0.077308394,-0.25605914,0.0021252949,Clear,0.0,17.0
-0.62275463,0.074383095,0.00961173,Clear,0.0,3.0
0.15252133,-0.57367456,0.0039290963,Clear,0.0,23.0
-0.17143637,-0.13389935,0.004056691,Clear,0.0,8.0
-0.9597221,0.37978256,0.015734192,Clear,0.0,0.0
-0.6638236,0.5384681,0.025176898,Clear,0.0,2.0
0.9549112,-0.13389935,0.0039556026,Clear,0.0,18.0
-0.8624298,-0.5364158,0.008618827,Clear,0.0,16.0
0.5069843,0.3431346,0.051676948,Clear,0.0,23.0
-0.32977313,0.07834107,0.14759035,Clear,0.0,20.0
0.15957169,-0.41425604,0.029594975,Clear,0.0,18.0
0.5572177,-0.33111408,0.24415693,Clear,0.0,17.0
0.40443385,0.4768996,0.005038554,Clear,0.0,1.0
-0.8621689,-0.12107256,0.0034506295,Clear,0.0,16.0
0.060561657,-0.12107256,0.016661758,Clear,0.0,3.0
0.6268913,8.356694,0.009100225,Clear,0.0,14.0
-0.107132696,-0.5805277,0.077352285,Clear,0.0,18.0
0.9918096,0.09881505,0.025382852,Clear,0.0,2.0
0.1322816,-0.5248107,0.0035034167,Clear,0.0,4.0
0.5362191,-0.72014415,0.032833148,Clear,0.0,2.0
0.0038775317,1.870132,0.010120317,Clear,0.0,19.0
0.50085205,-0.48755193,0.040126525,Clear,0.0,13.0
0.7471439,3.9224162,0.058120627,Clear,0.0,6.0
-0.45549053,0.11042023,0.004498435,Clear,0.0,3.0
-0.14873697,-0.40265086,0.0043003983,Clear,0.0,14.0
0.047663655,-0.13389935,0.0041643754,Clear,0.0,0.0
-0.0009842053,-0.13389935,0.0090307025,Clear,0.0,10.0
0.8743283,-0.59171754,0.02344573,Clear,0.0,4.0
-0.40157777,-0.46373075,0.0012455775,Clear,0.0,15.0
-0.50807524,3.568153,0.043610204,Clear,0.0,17.0
-0.7355198,1.7229294,0.0029100745,Clear,0.0,18.0
-0.19734755,2.9200952,0.009043078,Clear,0.0,20.0
-0.68566924,-0.18375275,0.25331178,Clear,0.0,4.0
-0.09072814,0.15989494,0.04107897,Clear,0.0,4.0
0.62970674,1.1121305,0.0060449517,Clear,0.0,19.0
-0.11703573,-0.13389935,0.06377793,Clear,0.0,15.0
0.48577562,-0.48755193,0.011288542,Clear,0.0,17.0
-0.04705382,-0.48755193,0.0095241,Clear,0.0,14.0
-0.877469,-0.6585756,0.01618596,Clear,0.0,6.0
-0.37427413,-0.25605914,0.009068761,Clear,0.0,16.0
-0.056479152,5.266174,0.020862304,Clear,0.0,15.0
0.95267516,-0.7755192,0.013671423,Clear,0.0,13.0
0.6867635,0.5874542,0.012020357,Clear,0.0,23.0
-0.59568477,2.2121794,0.0029316535,Clear,0.0,23.0
0.966122,-0.011739556,0.003026665,Clear,0.0,2.0
0.593303,-0.4390545,0.00259871,Clear,0.0,15.0
-0.41955096,1.5525165,0.01734018,Clear,0.0,21.0
0.59164965,0.37978256,0.034569956,Clear,0.0,11.0
-0.16906139,-0.13389935,0.0030872491,Clear,0.0,16.0
-0.48979035,-0.12107256,0.026028879,Clear,0.0,22.0
0.703595,0.7529807,0.010565323,Clear,0.0,15.0
0.22745305,0.037735157,0.036811,Clear,0.0,0.0
-0.16373213,3.4820304,0.004611612,Clear,0.0,23.0
-0.20946632,0.48911557,0.0023785897,Clear,0.0,22.0
0.77062935,2.2121794,0.020102471,Clear,0.0,22.0
0.75759923,0.8678109,0.014063984,Clear,0.0,16.0
-0.47129542,-0.17604446,0.03498433,Clear,0.0,17.0
-0.21914236,-0.36057904,0.24843746,Clear,0.0,5.0
-0.84041137,0.5874542,0.00996882,Clear,0.0,23.0
-0.9523499,1.6013803,0.0031020967,Clear,0.0,17.0
0.02786436,-0.5451014,0.053621437,Clear,0.0,22.0
0.17191745,1.8450892,0.02859742,Clear,0.0,20.0
0.63702816,-0.28049108,0.0048677037,Clear,0.0,15.0
0.56301117,0.11042023,0.012239367,Clear,0.0,6.0
0.5789922,1.198131,0.049868345,Clear,0.0,22.0
-0.9160986,4.312717,0.0449846,Clear,0.0,13.0
-0.9782882,-0.23101637,0.0073776995,Clear,0.0,15.0
-0.99827385,-0.23101637,0.010469012,Clear,0.0,4.0
0.6191634,0.99058145,0.038040075,Clear,0.0,15.0
-0.62835497,7.7093697,0.018216643,Clear,0.0,22.0
0.6356865,7.37453,0.0050525954,Clear,0.0,12.0
0.4424367,0.17150012,0.003795501,Clear,0.0,17.0
0.8640933,-0.13389935,0.0015343467,Clear,0.0,4.0
0.47591662,1.6740655,0.009007833,Clear,0.0,16.0
0.8014565,-0.12107256,0.004689497,Clear,0.0,1.0
-0.5110804,2.5786586,0.034222063,Clear,0.0,13.0
-0.80728716,-0.36539212,0.019531393,Clear,0.0,4.0
0.31844378,-0.24323235,0.036941428,Clear,0.0,23.0
-0.30859834,-0.24323235,0.039672654,Clear,0.0,1.0
-0.020424377,0.00047642316,0.011775539,Clear,0.0,14.0
-0.9640011,-0.36539212,0.012383295,Clear,0.0,19.0
-0.39753932,0.37978256,0.014762385,Clear,0.0,21.0
-0.4723999,-0.13389935,0.014862952,Clear,0.0,15.0
0.4090347,-0.31713903,0.0003759366,Clear,0.0,17.0
0.16693375,-0.24323235,0.039258797,Clear,0.0,11.0
-0.71458215,-0.24323235,0.004254983,Clear,0.0,19.0
-0.904549,0.322624,0.027162435,Clear,0.0,5.0
-0.04823961,1.1121305,0.008670533,Clear,0.0,4.0
-0.0059103137,0.5874542,0.017116865,Clear,0.0,21.0
